H number,Name,Description,Category,Gene,Pathogen,Env factor,Carcinogen,Marker,Drug,Comment,Other DBs,Reference,DB REF,Code_1,Code_2,Code_3,Code_4,Code_5,Code_6,Code_7,Code_8,Code_9,Code_10,Code_11,Code_12,Code_13,Code_14,Code_15,Code_16,Code_17,Code_18,Code_19,Code_20,Code_21,Code_22,Code_23,Code_24,Code_25,Code_26,Code_27,Code_28,Code_29,Code_30
H00484,"Other brachydactylies, including:
Proximal symphalangism;
Multiple synostosis syndrome","Proximal symphalangism is an autosomal-dominant condition characterized by variable fusion of the proximal interphalangeal joints. Multiple synostosis syndrome is a more severe form of proximal symphalangism with additional bone fusions involving carpal, tarsal, and other joints.",Skeletal dysplasia; Developmental disorder,"GDF5 [HSA:8200] [KO:K04664]
NOG [HSA:9241] [KO:K04658]
FGF9 [HSA:2254] [KO:K04358]",,,,,,,"ICD-10: Q70.9 Q87.8
MeSH: C536223 C536943 C537380 C567839
OMIM: 185800 186500 610017 612961","PMID:19790289 (description, gene)
  AUTHORS   Mundlos S
  TITLE     The brachydactylies: a molecular disease family.
  JOURNAL   Clin Genet 76:123-36 (2009)
DOI:10.1111/j.1399-0004.2009.01238.x

PMID:18283415 (description, gene)
  AUTHORS   Yang W, Cao L, Liu W, Jiang L, Sun M, Zhang D, Wang S, Lo WH, Luo Y, Zhang X
  TITLE     Novel point mutations in GDF5 associated with two distinct limb malformations in Chinese: brachydactyly type C and proximal symphalangism.
  JOURNAL   J Hum Genet 53:368-74 (2008)
DOI:10.1007/s10038-008-0253-7

PMID:17994231 (description, gene)
  AUTHORS   Plett SK, Berdon WE, Cowles RA, Oklu R, Campbell JB
  TITLE     Cushing proximal symphalangism and the NOG and GDF5 genes.
  JOURNAL   Pediatr Radiol 38:209-15 (2008)
DOI:10.1007/s00247-007-0675-y

PMID:7428777 (description)
  AUTHORS   Pedersen JC, Fryns JP, Carpentier G, Heremans G, Van den Berghe H
  TITLE     Multiple synostosis syndrome.
  JOURNAL   Eur J Pediatr 134:273-5 (1980)
DOI:10.1007/BF00441486

PMID:16532400
  AUTHORS   Dawson K, Seeman P, Sebald E, King L, Edwards M, Williams J 3rd, Mundlos S, Krakow D
  TITLE     GDF5 is a second locus for multiple-synostosis syndrome.
  JOURNAL   Am J Hum Genet 78:708-12 (2006)
DOI:10.1086/503204

PMID:19589401
  AUTHORS   Wu XL, Gu MM, Huang L, Liu XS, Zhang HX, Ding XY, Xu JQ, Cui B, Wang L, Lu SY, Chen XY, Zhang HG, Huang W, Yuan WT, Yang JM, Gu Q, Fei J, Chen Z, Yuan ZM, Wang ZG
  TITLE     Multiple synostoses syndrome is due to a missense mutation in exon 2 of FGF9 gene.
  JOURNAL   Am J Hum Genet 85:53-63 (2009)
DOI:10.1016/j.ajhg.2009.06.007",MeSH,C536223,C536943,C537380,C567839,,,,,,,,,,,,,,,,,,,,,,,,,,
H00784,Localized autosomal recessive hypotrichosis,"Localized autosomal recessive hypotrichosis is a rare non-syndromic human alopecia/hypotrichosis that is inherited as an autosomal recessive trait. Affected individuals display short, sparse hairs on the scalp, trunk, and extremities. Facial hair including the eye-brows, eye-lashes and beard show a broad range of hypotrichosis from almost normal to less dense condition. Patients' skin is normal.",Skin and connective tissue disease,"HR [HSA:55806] [KO:K00478]
DSG4 [HSA:147409] [KO:K07599]
P2Y5 [HSA:10161] [KO:K04273]
VDR [HSA:7421] [KO:K08539]
LIPH [HSA:200879] [KO:K19404]",,,,,,,"MeSH: C564312 C536973 C566950
OMIM: 607903 611452 604379","PMID:12705872 (description, gene)
  AUTHORS   Kljuic A, Bazzi H, Sundberg JP, Martinez-Mir A, O'Shaughnessy R, Mahoney MG, Levy M, Montagutelli X, Ahmad W, Aita VM, Gordon D, Uitto J, Whiting D, Ott J, Fischer S, Gilliam TC, Jahoda CA, Morris RJ, Panteleyev AA, Nguyen VT, Christiano AM
  TITLE     Desmoglein 4 in hair follicle differentiation and epidermal adhesion: evidence from inherited hypotrichosis and acquired pemphigus vulgaris.
  JOURNAL   Cell 113:249-60 (2003)
DOI:10.1016/S0092-8674(03)00273-3

PMID:17392831 (description, gene)
  AUTHORS   Wajid M, Bazzi H, Rockey J, Lubetkin J, Zlotogorski A, Christiano AM
  TITLE     Localized autosomal recessive hypotrichosis due to a frameshift mutation in the desmoglein 4 gene exhibits extensive phenotypic variability within a Pakistani family.
  JOURNAL   J Invest Dermatol 127:1779-82 (2007)
DOI:10.1038/sj.jid.5700791

PMID:18297070 (description, gene)
  AUTHORS   Pasternack SM, von Kugelgen I, Aboud KA, Lee YA, Ruschendorf F, Voss K, Hillmer AM, Molderings GJ, Franz T, Ramirez A, Nurnberg P, Nothen MM, Betz RC
  TITLE     G protein-coupled receptor P2Y5 and its ligand LPA are involved in maintenance of human hair growth.
  JOURNAL   Nat Genet 40:329-34 (2008)
DOI:10.1038/ng.84

PMID:17095700 (description, gene)
  AUTHORS   Kazantseva A, Goltsov A, Zinchenko R, Grigorenko AP, Abrukova AV, Moliaka YK, Kirillov AG, Guo Z, Lyle S, Ginter EK, Rogaev EI
  TITLE     Human hair growth deficiency is linked to a genetic defect in the phospholipase gene LIPH.
  JOURNAL   Science 314:982-5 (2006)
DOI:10.1126/science.1133276

PMID:11564167 (description, gene)
  AUTHORS   Miller J, Djabali K, Chen T, Liu Y, Ioffreda M, Lyle S, Christiano AM, Holick M, Cotsarelis G
  TITLE     Atrichia caused by mutations in the vitamin D receptor gene is a phenocopy of generalized atrichia caused by mutations in the hairless gene.
  JOURNAL   J Invest Dermatol 117:612-7 (2001)
DOI:10.1046/j.0022-202x.2001.01438.x

PMID:17609203 (description)
  AUTHORS   Wang J, Malloy PJ, Feldman D
  TITLE     Interactions of the vitamin D receptor with the corepressor hairless: analysis of hairless mutants in atrichia with papular lesions.
  JOURNAL   J Biol Chem 282:25231-9 (2007)
DOI:10.1074/jbc.M702939200

PMID:21919222 (description)
  AUTHORS   Azeem Z, Wasif N, Basit S, Razak S, Waheed RA, Islam A, Ayub M, Kafaitullah, Kamran-ul-hassan Naqvi S, Ali G, Ahmad W
  TITLE     Congenital atrichia with papular lesions resulting from novel mutations in human hairless gene in four consanguineous families.
  JOURNAL   J Dermatol 38:755-60 (2011)
DOI:10.1111/j.1346-8138.2010.01151.x",MeSH,C564312,C536973,C566950,,,,,,,,,,,,,,,,,,,,,,,,,,,
H01210,Hypomagnesemia,"Hypomagnesemia is defined as a serum magnesium level less than 1.8 mg/dl. Hypomagnesemia may result from inadequate magnesium intake, increased gastrointestinal or renal losses, or redistribution from extracellular to intracellular space.",Inherited metabolic disease,"TRPM6 [HSA:140803] [KO:K04981]
FXYD2 [HSA:486] [KO:K01538]
CLDN16 [HSA:10686] [KO:K06087]
EGF [HSA:1950] [KO:K04357]
CLDN19 [HSA:149461] [KO:K06087]",,Furosemide [DR:D00331],,,"Magnesium oxide [DR:D01167]
Magnesium sulfate heptahydrate [DR:D01108]",Gitelman syndrome is described in H00240. [DS:H00240],"ICD-10: E83.4
MeSH: C566593 C537152 C537153 C564024 C567127
OMIM: 602014 154020 248250 248190 611718","PMID:20081299
  AUTHORS   Assadi F
  TITLE     Hypomagnesemia: an evidence-based approach to clinical cases.
  JOURNAL   Iran J Kidney Dis 4:13-9 (2010)

PMID:24699222 (gene)
  AUTHORS   Arjona FJ, de Baaij JH, Schlingmann KP, Lameris AL, van Wijk E, Flik G, Regele S, Korenke GC, Neophytou B, Rust S, Reintjes N, Konrad M, Bindels RJ, Hoenderop JG
  TITLE     CNNM2 mutations cause impaired brain development and seizures in patients with hypomagnesemia.
  JOURNAL   PLoS Genet 10:e1004267 (2014)
DOI:10.1371/journal.pgen.1004267",MeSH,C566593,C537152,C537153,C564024,C567127,,,,,,,,,,,,,,,,,,,,,,,,,
H00492,"SHOX-related haploinsufficiency disorders, including:
Isolated short stature;
Langer syndrome;
Leri-Weill syndrome","Isolated short stature, Leri-Weill and Langer syndromes are conditions with growth retardation. Patients also exhibit mesomelic shortening in Leri-Weill and Langer syndromes. These conditions are due to mutations in SHOX gene within the pseudoautosomal regions of sex chromosomes.",Skeletal dysplasia,SHOX [HSA:6473] [KO:K09331],,,,,,,"ICD-10: E34.3 Q87.1 Q77.8
MeSH: C564479 C537267 C537119
OMIM: 300582 249700 127300","PMID:16650979 (gene)
  AUTHORS   Blaschke RJ, Rappold G
  TITLE     The pseudoautosomal regions, SHOX and disease.
  JOURNAL   Curr Opin Genet Dev 16:233-9 (2006)
DOI:10.1016/j.gde.2006.04.004

PMID:16807223 (description, gene)
  AUTHORS   Leka SK, Kitsiou-Tzeli S, Kalpini-Mavrou A, Kanavakis E
  TITLE     Short stature and dysmorphology associated with defects in the SHOX gene.
  JOURNAL   Hormones (Athens) 5:107-18 (2006)
DOI:10.14310/horm.2002.11174

PMID:11408757 (description, gene)
  AUTHORS   Blaschke RJ, Rappold GA
  TITLE     SHOX in short stature syndromes.
  JOURNAL   Horm Res 55 Suppl 1:21-3 (2001)
DOI:10.1159/000063458",MeSH,C564479,C537267,C537119,,,,,,,,,,,,,,,,,,,,,,,,,,,
H00407,"Peroxisomal beta-oxidation enzyme deficiency, including:
Acyl-CoA oxidase (ACOX) deficiency;
D-bifunctional protein (DBP) deficiency;
Perrault syndrome;
Sterol carrier protein X (SCPx) deficiency;
2-Methylacyl-CoA racemase (AMCR) deficiency;
Hypercholanemia [DS:H01935]","Peroxisomal beta-oxidation enzyme deficiency is a group of inherited peroxisomal diseases caused by mutation of one of genes that encode peroxisomal fatty acid beta-oxidation system enzymes. The system includes straight-chain acyl-CoA oxidase (ACOX1), 2-methylacyl CoA racemase (AMACR), D-bifunctional protein (DBP) and sterol carrier protein X (SCPx). It is known that some types of fatty acids including very-long-chain fatty acids (VLCFA), branched-chain fatty acid, and the bile acid synthesis intermediates, rely fully on peroxisomes for beta-oxidation. The enzyme defects result in the accumulation of these fatty acids in many organs. The clinical manifestations mimic those of the Zellweger syndrome spectrum. [DS:H00205]",Inherited metabolic disease; Peroxisomal disease,"ACOX1; acyl-CoA oxidase 1 [HSA:51] [KO:K00232]
AMACR; alpha-methylacyl-CoA racemase [HSA:23600] [KO:K01796]
SCL2; sterol carrier protein 2 [HSA:6342] [KO:K08764]
HSD17B4; D-bifunctional protein [HSA:3295] [KO:K12405]
BAAT; bile acid-CoA:amino acid N-acyltransferase [HSA:570] [KO:K00659]",,,,"(ACOX1, DBP) increased VLCFA
(SCPx, AMACR) increased phytanic acid [CPD:C01607] and pristanic acid",,,"ICD-10: E71.3
MeSH: C536662 C537286 C565768 C535444 C564336
OMIM: 264470 261515 614307 214950 607748 233400","PMID:17347916
  AUTHORS   Shimozawa N
  TITLE     Molecular and clinical aspects of peroxisomal diseases.
  JOURNAL   J Inherit Metab Dis 30:193-7 (2007)
DOI:10.1007/s10545-007-0516-z

PMID:16376506
  AUTHORS   Funato M, Shimozawa N, Nagase T, Takemoto Y, Suzuki Y, Imamura Y, Matsumoto T, Tsukamoto T, Kojidani T, Osumi T, Fukao T, Kondo N
  TITLE     Aberrant peroxisome morphology in peroxisomal beta-oxidation enzyme deficiencies.
  JOURNAL   Brain Dev 28:287-92 (2006)
DOI:10.1016/j.braindev.2005.10.010

PMID:20064629
  AUTHORS   Wanders RJ, Ferdinandusse S, Brites P, Kemp S
  TITLE     Peroxisomes, lipid metabolism and lipotoxicity.
  JOURNAL   Biochim Biophys Acta 1801:272-80 (2010)
DOI:10.1016/j.bbalip.2010.01.001",MeSH,C536662,C537286,C565768,C535444,C564336,,,,,,,,,,,,,,,,,,,,,,,,,
H00263,"Acrocallosal syndrome;
Greig cephalopolysyndactyly syndrome","Acrocallosal syndrome is an autosomal recessive condition, characterized by agenesis of the corpus callosum, polydactyly, minor craniofacial anomalies and psychomotor retardation.",Nervous system disease; Skeletal dysplasia,GLI3 [HSA:2737] [KO:K06230],,,,,,,"ICD-10: Q04.0
MeSH: D055673 C537300
OMIM: 200990 175700","PMID:18435847
  AUTHORS   Biesecker LG
  TITLE     The Greig cephalopolysyndactyly syndrome.
  JOURNAL   Orphanet J Rare Dis 3:10 (2008)
DOI:10.1186/1750-1172-3-10

PMID:12414818
  AUTHORS   Elson E, Perveen R, Donnai D, Wall S, Black GC
  TITLE     De novo GLI3 mutation in acrocallosal syndrome: broadening the phenotypic spectrum of GLI3 defects and overlap with murine models.
  JOURNAL   J Med Genet 39:804-6 (2002)
DOI:10.1136/jmg.39.11.804

PMID:11857542
  AUTHORS   Koenig R, Bach A, Woelki U, Grzeschik KH, Fuchs S
  TITLE     Spectrum of the acrocallosal syndrome.
  JOURNAL   Am J Med Genet 108:7-11 (2002)
DOI:10.1002/ajmg.10236

PMID:15739154
  AUTHORS   Johnston JJ, Olivos-Glander I, Killoran C, Elson E, Turner JT, Peters KF, Abbott MH, Aughton DJ, Aylsworth AS, Bamshad MJ, Booth C, Curry CJ, David A, Dinulos MB, Flannery DB, Fox MA, Graham JM, Grange DK, Guttmacher AE, Hannibal MC, Henn W, Hennekam RC, Holmes LB, Hoyme HE, Leppig KA, Lin AE, Macleod P, Manchester DK, Marcelis C, Mazzanti L, McCann E, McDonald MT, Mendelsohn NJ, Moeschler JB, Moghaddam B, Neri G, Newbury-Ecob R, Pagon RA, Phillips JA, Sadler LS, Stoler JM, Tilstra D, Walsh Vockley CM, Zackai EH, Zadeh TM, Brueton L, Black GC, Biesecker LG
  TITLE     Molecular and clinical analyses of Greig cephalopolysyndactyly and Pallister-Hall syndromes: robust phenotype prediction from the type and position of GLI3 mutations.
  JOURNAL   Am J Hum Genet 76:609-22 (2005)
DOI:10.1086/429346",MeSH,D055673,C537300,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H01226,"GLI3 morphopathies, including:
Greig cephalopolysyndactyly syndrome [DS:H00263];
Pallister-Hall syndrome [DS:H00502];
Preaxial polydactyly type-IV;
Postaxial polydactyly types A1 and B","GLI3 morphopathies are autosomal dominant developmental defect syndromes, including Greig cephalopolysyndactyly syndrome, Pallister-Hall syndrome, preaxial polydactyly type-IV, and postaxial polydactyly. All GLI3 morphopathies show malformations of the autopod, such as polydactylies or syndactylies. Heterozygous mutations in human GLI3, a zinc-finger transcription factor, are associated with these syndromes. GLI3 is regarded as a mediator of sonic hedgehog signaling regulating development at multiple sites such as the limbs, the lungs, and the brain.",Developmental disorder; Skeletal dysplasia,GLI3 [HSA:2737] [KO:K06230],,,,,,,"ICD-10: Q69.1
MeSH: D054975 C537300
OMIM: 175700 146510 174700 174200","PMID:15811011
  AUTHORS   Fujioka H, Ariga T, Horiuchi K, Otsu M, Igawa H, Kawashima K, Yamamoto Y, Sugihara T, Sakiyama Y
  TITLE     Molecular analysis of non-syndromic preaxial polydactyly: preaxial polydactyly type-IV and preaxial polydactyly type-I.
  JOURNAL   Clin Genet 67:429-33 (2005)
DOI:10.1111/j.1399-0004.2005.00431.x

PMID:10441570
  AUTHORS   Radhakrishna U, Bornholdt D, Scott HS, Patel UC, Rossier C, Engel H, Bottani A, Chandal D, Blouin JL, Solanki JV, Grzeschik KH, Antonarakis SE
  TITLE     The phenotypic spectrum of GLI3 morphopathies includes autosomal dominant preaxial polydactyly type-IV and postaxial polydactyly type-A/B; No phenotype prediction from the position of GLI3 mutations.
  JOURNAL   Am J Hum Genet 65:645-55 (1999)
DOI:10.1086/302557

PMID:17661744
  AUTHORS   Paparidis Z, Abbasi AA, Malik S, Goode DK, Callaway H, Elgar G, deGraaff E, Lopez-Rios J, Zeller R, Grzeschik KH
  TITLE     Ultraconserved non-coding sequence element controls a subset of spatiotemporal GLI3 expression.
  JOURNAL   Dev Growth Differ 49:543-53 (2007)
DOI:10.1111/j.1440-169X.2007.00954.x",MeSH,D054975,C537300,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H00493,"Heparan sulfate proteoglycan gene defects, including:
Dyssegmental dysplasia, Silverman-Handmaker type;
Schwartz-Jampel syndrome;
Simpson-Golabi-Behmel syndrome, type 1;
Omodysplasia 1;
Multiple exostoses","Defects in heparan sulfate proteoglycans (HSPGs), which present in cartilage, are associated with skeletal growth disorders. Mutations in either HS biosynthetic enzymes or HS proteoglycan core proteins have been reported so far.",Skeletal dysplasia,"(Silverman-Handmaker, Schwartz-Jampel) HSPG2 [HSA:3339] [KO:K06255]
(Simpson-Golabi-Behmel) GPC3 [HSA:2719] [KO:K08109]
(Omodysplasia 1) GPC6 [HSA:10082] [KO:K08112]
(Multiple exostoses) EXT1 [HSA:2131] [KO:K02366]
(Multiple exostoses) EXT2 [HSA:2132] [KO:K02367]",,,,,,,"ICD-10: Q87.1 G71.1 Q87.8 Q78.6
MeSH: C537998 C537340 C537746 D005097
OMIM: 224410 255800 312870 258315 133700 133701","PMID:12042245 (description, gene)
  AUTHORS   Schwartz NB, Domowicz M
  TITLE     Chondrodysplasias due to proteoglycan defects.
  JOURNAL   Glycobiology 12:57R-68R (2002)
DOI:10.1093/glycob/12.4.57R

PMID:12975604 (description, gene)
  AUTHORS   Hassell J, Yamada Y, Arikawa-Hirasawa E
  TITLE     Role of perlecan in skeletal development and diseases.
  JOURNAL   Glycoconj J 19:263-7 (2002)
DOI:10.1023/A:1025340215261

PMID:15831077 (description)
  AUTHORS   Farach-Carson MC, Hecht JT, Carson DD
  TITLE     Heparan sulfate proteoglycans: key players in cartilage biology.
  JOURNAL   Crit Rev Eukaryot Gene Expr 15:29-48 (2005)

PMID:14566439 (description)
  AUTHORS   Elcioglu NH, Gustavson KH, Wilkie AO, Yuksel-Apak M, Spranger JW
  TITLE     Recessive omodysplasia: five new cases and review of the literature.
  JOURNAL   Pediatr Radiol 34:75-82 (2004)
DOI:10.1007/s00247-003-1064-9

PMID:19481194 (gene)
  AUTHORS   Campos-Xavier AB, Martinet D, Bateman J, Belluoccio D, Rowley L, Tan TY, Baxova A, Gustavson KH, Borochowitz ZU, Innes AM, Unger S, Beckmann JS, Mittaz L, Ballhausen D, Superti-Furga A, Savarirayan R, Bonafe L
  TITLE     Mutations in the heparan-sulfate proteoglycan glypican 6 (GPC6) impair endochondral ossification and cause recessive omodysplasia.
  JOURNAL   Am J Hum Genet 84:760-70 (2009)
DOI:10.1016/j.ajhg.2009.05.002",MeSH,C537998,C537340,C537746,D005097,,,,,,,,,,,,,,,,,,,,,,,,,,
H00174,"Methylmalonic aciduria (MMA);
Methylmalonic acidemia","Methylmalonic aciduria (MMA) is caused by a deficiency of methylmalonyl-CoA mutase, which is a vitamin B12-dependent enzyme. Defects of adenosylcobalamin metabolism lead to variant forms of MMA.",Inherited metabolic disease; Nervous system disease,"MUT; methylmalonyl-CoA mutase [HSA:4594] [KO:K01847]
MMAA [HSA:166785] [KO:K07588]
MMAB [HSA:326625] [KO:K00798]
LMBRD1 [HSA:55788] [KO:K14617]
MMACHC [HSA:25974] [KO:K14618]
MMADHC [HSA:27249]
MCEE [HSA:84693] [KO:K05606]
ABCD4 [HSA:5826] [KO:K05678]",,,,"(blood and urine) Methylmalonic acid [CPD:C02170]
(urine) Propanoic acid [CPD:C00163], 3-Hydroxypropionic acid [CPD:C01013]
(blood) Propionylcarnitine [CPD:C03017]
Acylcarnitine [CPD:C02301]",Vitamin B12 [DR:D00191],,"ICD-10: E71.1
MeSH: C537358 C537359 C564743 C564747
OMIM: 251000 251100 251110 277380 277400 277410 251120 614857","PMID:16602092
  AUTHORS   Deodato F, Boenzi S, Santorelli FM, Dionisi-Vici C
  TITLE     Methylmalonic and propionic aciduria.
  JOURNAL   Am J Med Genet C Semin Med Genet 142C:104-12 (2006)
DOI:10.1002/ajmg.c.30090

PMID:12069539
  AUTHORS   Ogier de Baulny H, Saudubray JM
  TITLE     Branched-chain organic acidurias.
  JOURNAL   Semin Neonatol 7:65-74 (2002)
DOI:10.1053/siny.2001.0087

PMID:16752391
  AUTHORS   Bikker H, Bakker HD, Abeling NG, Poll-The BT, Kleijer WJ, Rosenblatt DS, Waterham HR, Wanders RJ, Duran M
  TITLE     A homozygous nonsense mutation in the methylmalonyl-CoA epimerase gene (MCEE) results in mild methylmalonic aciduria.
  JOURNAL   Hum Mutat 27:640-3 (2006)
DOI:10.1002/humu.20373

PMID:22922874
  AUTHORS   Coelho D, Kim JC, Miousse IR, Fung S, du Moulin M, Buers I, Suormala T, Burda P, Frapolli M, Stucki M, Nurnberg P, Thiele H, Robenek H, Hohne W, Longo N, Pasquali M, Mengel E, Watkins D, Shoubridge EA, Majewski J, Rosenblatt DS, Fowler B, Rutsch F, Baumgartner MR
  TITLE     Mutations in ABCD4 cause a new inborn error of vitamin B12 metabolism.
  JOURNAL   Nat Genet 44:1152-5 (2012)
DOI:10.1038/ng.2386",MeSH,C537358,C537359,C564743,C564747,,,,,,,,,,,,,,,,,,,,,,,,,,
H00514,Bruck syndrome,"Bruck syndrome is a recessively-inherited form of osteogenesis imperfecta in combination with pterygium formation across large joints. In Bruck syndrome, joint mobility is significantly reduced, showing arthrogryposis multiplex congenita.",Skeletal dysplasia,"PLOD2 [HSA:5352] [KO:K13645]
FKBP10 [HSA:60681] [KO:K09575]",,,,,,,"ICD-10: Q78.0
MeSH: C537406 C537407
OMIM: 609220","PMID:15523624 (description, gene)
  AUTHORS   Ha-Vinh R, Alanay Y, Bank RA, Campos-Xavier AB, Zankl A, Superti-Furga A, Bonafe L
  TITLE     Phenotypic and molecular characterization of Bruck syndrome (osteogenesis imperfecta with contractures of the large joints) caused by a recessive mutation in PLOD2.
  JOURNAL   Am J Med Genet A 131:115-20 (2004)
DOI:10.1002/ajmg.a.30231

PMID:21567934 (description, gene)
  AUTHORS   Shaheen R, Al-Owain M, Faqeih E, Al-Hashmi N, Awaji A, Al-Zayed Z, Alkuraya FS
  TITLE     Mutations in FKBP10 cause both Bruck syndrome and isolated osteogenesis imperfecta in humans.
  JOURNAL   Am J Med Genet A 155A:1448-52 (2011)
DOI:10.1002/ajmg.a.34025",MeSH,C537406,C537407,,,,,,,,,,,,,,,,,,,,,,,,,,,,
